Requête,execution_time_s,puissance_moyenne_W,energy_consumed_J,SELECT(n),SELECTION,JOIN(n),FILTER(1ou 0),UNION(n ou 0),ORDER BY(1ou 0),GROUP BY(1ou 0),LIMIT/OFFSET(1ou 0)
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department6.University2822.edu> .
}",0.1695,91.665,9.1665,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department7.University61.edu> .
}",0.1522,108.633,10.8633,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department10.University7325.edu> .
}",0.1513,93.655,9.3655,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department0.University1710.edu> .
}",0.1526,70.291,7.0291,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department6.University1876.edu> .
}",0.1498,72.365,7.2365,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department0.University1634.edu> .
}",0.152,78.282,7.8282,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department9.University235.edu> .
}",0.1502,82.489,8.2489,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department1.University3359.edu> .
}",0.1538,73.114,7.3114,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department0.University5444.edu> .
}",0.1516,76.105,7.6105,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department12.University3809.edu> .
}",0.1522,71.749,7.1749,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department15.University7469.edu> .
}",0.1514,102.377,10.2377,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department2.University845.edu> .
}",0.1508,69.616,6.9616,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department9.University6594.edu> .
}",0.1506,77.016,7.7016,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department13.University4505.edu> .
}",0.151,89.519,8.9519,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department7.University658.edu> .
}",0.1499,77.179,7.7179,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department1.University3386.edu> .
}",0.1507,107.096,10.7096,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department12.University5391.edu> .
}",0.151,102.05,10.205,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department1.University569.edu> .
}",0.1517,97.748,9.7748,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department0.University7042.edu> .
}",0.1508,96.955,9.6955,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department0.University7695.edu> .
}",0.1517,94.084,9.4084,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department11.University9185.edu> .
}",0.152,96.82,9.682,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department8.University1726.edu> .
}",0.1498,93.969,9.3969,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department11.University2524.edu> .
}",0.1516,94.677,9.4677,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department9.University6624.edu> .
}",0.151,113.495,11.3495,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department11.University3346.edu> .
}",0.1523,90.976,9.0976,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department12.University8962.edu> .
}",0.1507,95.504,9.5504,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department3.University4148.edu> .
}",0.1519,88.689,8.8689,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department15.University3244.edu> .
}",0.151,107.417,10.7417,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department11.University3811.edu> .
}",0.1529,111.267,11.1267,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department4.University7928.edu> .
}",0.15,72.595,7.2595,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department9.University7170.edu> .
}",0.1521,74.208,7.4208,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department15.University7396.edu> .
}",0.1504,80.923,8.0923,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department17.University235.edu> .
}",0.1517,130.418,13.0418,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department16.University9996.edu> .
}",0.151,131.425,13.1425,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department12.University6574.edu> .
}",0.1522,134.821,13.4821,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University7826.edu> .
}",0.1497,87.909,8.7909,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department17.University1511.edu> .
}",0.152,105.411,10.5411,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department5.University3570.edu> .
}",0.1497,99.888,9.9888,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department8.University4514.edu> .
}",0.152,91.896,9.1896,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department8.University1897.edu> .
}",0.1501,99.863,9.9863,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department2.University6996.edu> .
}",0.1551,69.795,6.9795,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department10.University3249.edu> .
}",0.1518,72.501,7.2501,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department3.University884.edu> .
}",0.1518,71.167,7.1167,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department11.University9748.edu> .
}",0.1512,78.674,7.8674,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University5661.edu> .
}",0.1523,71.278,7.1278,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department5.University4007.edu> .
}",0.1505,78.443,7.8443,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department18.University6457.edu> .
}",0.1515,66.23,6.623,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department3.University7213.edu> .
}",0.1499,77.937,7.7937,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department12.University2023.edu> .
}",0.1504,68.754,6.8754,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department10.University976.edu> .
}",0.1513,90.692,9.0692,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department13.University3829.edu> .
}",0.1511,64.635,6.4635,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department5.University7370.edu> .
}",0.1508,73.325,7.3325,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University5812.edu> .
}",0.1509,69.136,6.9136,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department8.University1734.edu> .
}",0.1527,73.402,7.3402,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department9.University9114.edu> .
}",0.1506,67.802,6.7802,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department13.University7366.edu> .
}",0.154,73.344,7.3344,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department7.University3276.edu> .
}",0.1507,67.844,6.7844,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department10.University1371.edu> .
}",0.1524,73.301,7.3301,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University8585.edu> .
}",0.1502,65.531,6.5531,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department5.University3408.edu> .
}",0.1518,72.814,7.2814,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department13.University1556.edu> .
}",0.1522,70.955,7.0955,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University6851.edu> .
}",0.1538,71.665,7.1665,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University3101.edu> .
}",0.1508,66.145,6.6145,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department1.University1341.edu> .
}",0.1529,71.225,7.1225,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department6.University10136.edu> .
}",0.1527,70.995,7.0995,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department6.University4974.edu> .
}",0.1538,71.258,7.1258,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department13.University3670.edu> .
}",0.1518,80.714,8.0714,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University89.edu> .
}",0.1532,68.976,6.8976,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department5.University8952.edu> .
}",0.1506,71.177,7.1177,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department16.University2251.edu> .
}",0.1552,71.712,7.1712,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department0.University8777.edu> .
}",0.151,70.887,7.0887,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department5.University7724.edu> .
}",0.1512,63.294,6.3294,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department2.University5888.edu> .
}",0.1522,77.208,7.7208,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department11.University9127.edu> .
}",0.151,70.689,7.0689,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department3.University1584.edu> .
}",0.1508,70.842,7.0842,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department6.University6787.edu> .
}",0.1514,66.397,6.6397,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department6.University4217.edu> .
}",0.1513,79.37,7.937,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department12.University987.edu> .
}",0.15,70.601,7.0601,1,2,0,0,0,0,0,0
"SELECT ?X WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> <http://www.Department14.University9934.edu> .
}",0.1538,70.978,7.0978,1,2,0,0,0,0,0,0
