Requête,execution_time_s,puissance_moyenne_W,energy_consumed_J,SELECT(n),SELECTION,JOIN(n),FILTER(1ou 0),UNION(n ou 0),ORDER BY(1ou 0),GROUP BY(1ou 0),LIMIT/OFFSET(1ou 0)
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7977.edu> .
}",0.1526,72.055,7.2055,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3184.edu> .
}",0.1511,123.956,12.3956,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2723.edu> .
}",0.1521,77.531,7.7531,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6409.edu> .
}",0.1497,77.774,7.7774,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2037.edu> .
}",0.1543,91.049,9.1049,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8829.edu> .
}",0.1496,71.377,7.1377,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2689.edu> .
}",0.1512,76.697,7.6697,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University573.edu> .
}",0.1507,79.975,7.9975,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3933.edu> .
}",0.1504,69.692,6.9692,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7395.edu> .
}",0.1509,79.327,7.9327,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University712.edu> .
}",0.15,65.407,6.5407,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2313.edu> .
}",0.1497,76.378,7.6378,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4738.edu> .
}",0.152,77.292,7.7292,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University722.edu> .
}",0.1499,77.838,7.7838,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4367.edu> .
}",0.1511,66.208,6.6208,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5897.edu> .
}",0.1515,69.688,6.9688,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6087.edu> .
}",0.1521,76.707,7.6707,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3843.edu> .
}",0.153,74.108,7.4108,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University622.edu> .
}",0.1506,71.787,7.1787,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University10104.edu> .
}",0.1535,76.092,7.6092,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2974.edu> .
}",0.1503,75.0,7.5,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7089.edu> .
}",0.1537,75.731,7.5731,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University166.edu> .
}",0.1499,75.64,7.564,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University957.edu> .
}",0.1535,75.742,7.5742,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9636.edu> .
}",0.1513,125.022,12.5022,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3167.edu> .
}",0.1542,71.602,7.1602,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7196.edu> .
}",0.1526,71.599,7.1599,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3443.edu> .
}",0.1541,70.529,7.0529,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9878.edu> .
}",0.1506,76.838,7.6838,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8497.edu> .
}",0.1522,77.223,7.7223,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University839.edu> .
}",0.1504,77.178,7.7178,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1087.edu> .
}",0.1547,89.624,8.9624,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8422.edu> .
}",0.1524,79.988,7.9988,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8651.edu> .
}",0.1511,66.835,6.6835,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University979.edu> .
}",0.1528,78.843,7.8843,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9929.edu> .
}",0.1522,75.658,7.5658,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6348.edu> .
}",0.1517,97.653,9.7653,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7294.edu> .
}",0.1519,89.524,8.9524,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University208.edu> .
}",0.1527,79.404,7.9404,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4755.edu> .
}",0.153,88.177,8.8177,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8850.edu> .
}",0.1547,90.087,9.0087,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6583.edu> .
}",0.1508,92.082,9.2082,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8281.edu> .
}",0.152,87.232,8.7232,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2685.edu> .
}",0.1518,82.799,8.2799,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4616.edu> .
}",0.1527,83.865,8.3865,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2884.edu> .
}",0.1518,95.032,9.5032,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4035.edu> .
}",0.1518,85.902,8.5902,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3183.edu> .
}",0.151,100.032,10.0032,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4473.edu> .
}",0.152,86.108,8.6108,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9830.edu> .
}",0.1505,99.057,9.9057,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1567.edu> .
}",0.1541,87.285,8.7285,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2842.edu> .
}",0.1518,99.96,9.996,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1031.edu> .
}",0.1528,81.865,8.1865,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2298.edu> .
}",0.151,108.643,10.8643,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9429.edu> .
}",0.1527,85.417,8.5417,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5352.edu> .
}",0.152,107.463,10.7463,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5795.edu> .
}",0.1518,69.355,6.9355,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University696.edu> .
}",0.1515,90.906,9.0906,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University10124.edu> .
}",0.1501,71.508,7.1508,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5227.edu> .
}",0.1518,129.103,12.9103,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University576.edu> .
}",0.1508,117.858,11.7858,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6091.edu> .
}",0.1524,129.744,12.9744,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6509.edu> .
}",0.1509,64.997,6.4997,2,2,1,0,0,0,0,0
"SELECT ?X ?Y WHERE{
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#headOf> ?Y .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2692.edu> .
}",0.1548,76.052,7.6052,2,2,1,0,0,0,0,0
